QUERY_ID,DOC_ID,RERANK_SCORE,RANK
1,53641,0.6270381808280945,1
1,15740,0.622459352016449,2
1,21064,0.5770187377929688,3
1,20592,0.5455278754234314,4
1,47161,0.5338835716247559,5
1,42166,0.5326682329177856,6
1,20970,0.528533399105072,7
1,20506,0.492889940738678,8
1,21159,0.49005255103111267,9
1,21207,0.48889344930648804,10
1,21229,0.4522939920425415,11
1,31601,0.4172714650630951,12
1,13702,0.40874868631362915,13
1,20870,0.4030968248844147,14
1,20586,0.39466747641563416,15
1,21285,0.39466747641563416,16
1,20971,0.38029852509498596,17
1,15180,0.3665897250175476,18
1,20584,0.32082128524780273,19
1,18324,0.3199707567691803,20
2,77959,0.6071974039077759,1
2,31437,0.6011253595352173,2
2,19340,0.5306013822555542,3
2,76612,0.5196431875228882,4
2,17289,0.5142173767089844,5
2,32869,0.5027312636375427,6
2,18430,0.49874112010002136,7
2,56445,0.4977264404296875,8
2,19084,0.4866364598274231,9
2,18452,0.4649015963077545,10
2,53678,0.43014734983444214,11
2,18432,0.4248892068862915,12
2,47053,0.3415825068950653,13
2,42442,0.19314739108085632,14
2,13796,0.16667540371418,15
2,17039,0.16132023930549622,16
2,25309,0.16026602685451508,17
2,14512,0.15817435085773468,18
2,26907,0.15304215252399445,19
2,85242,0.13477592170238495,20
3,31102,0.6442250609397888,1
3,18409,0.5103744864463806,2
3,18954,0.5103744864463806,3
3,31101,0.5103744864463806,4
3,693,0.4946596324443817,5
3,18003,0.30404168367385864,6
3,18416,0.29828691482543945,7
3,17118,0.27747297286987305,8
3,17218,0.2743513584136963,9
3,17210,0.2523840367794037,10
3,31118,0.2422056347131729,11
3,18057,0.23091977834701538,12
3,18000,0.22815649211406708,13
3,17219,0.20434190332889557,14
3,42262,0.16344544291496277,15
3,29011,0.1550784707069397,16
3,32442,0.14608724415302277,17
3,20512,0.13117322325706482,18
3,17257,0.1225232183933258,19
3,57354,0.12085322290658951,20
